Class	Helper Method Name	Total Number of Calls	Total Number of Distinct Test-Case Callers	Total Number of Multi-called Test Cases
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter and(org.apache.commons.io.filefilter.IOFileFilter[])	4	1	1
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter or(org.apache.commons.io.filefilter.IOFileFilter[])	5	2	1
org.apache.commons.io.filefilter.FileFilterUtils	java.util.List toList(org.apache.commons.io.filefilter.IOFileFilter[])	2	1	1
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter notFileFilter(org.apache.commons.io.filefilter.IOFileFilter)	2	2	null
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter trueFileFilter()	9	6	1
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter ageFileFilter(long,boolean)	2	1	1
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter ageFileFilter(java.util.Date,boolean)	2	1	1
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter ageFileFilter(java.io.File,boolean)	2	1	1
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter sizeFileFilter(long)	2	1	1
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter sizeFileFilter(long,boolean)	2	1	1
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter sizeRangeFileFilter(long,long)	5	1	1
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter makeCVSAware(org.apache.commons.io.filefilter.IOFileFilter)	4	2	2
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter makeSVNAware(org.apache.commons.io.filefilter.IOFileFilter)	2	1	1
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter makeDirectoryOnly(org.apache.commons.io.filefilter.IOFileFilter)	2	1	1
org.apache.commons.io.filefilter.FileFilterUtils	org.apache.commons.io.filefilter.IOFileFilter makeFileOnly(org.apache.commons.io.filefilter.IOFileFilter)	2	1	1
org.apache.commons.io.filefilter.WildcardFilter	boolean accept(java.io.File,java.lang.String)	3	1	1
org.apache.commons.io.filefilter.WildcardFilter	boolean accept(java.io.File)	3	1	1
org.apache.commons.io.filefilter.SuffixFileFilter	boolean accept(java.io.File,java.lang.String)	4	1	1
org.apache.commons.io.filefilter.WildcardFileFilter	boolean accept(java.io.File,java.lang.String)	3	1	1
org.apache.commons.io.filefilter.WildcardFileFilter	boolean accept(java.io.File)	3	1	1
org.apache.commons.io.filefilter.DelegateFileFilter	java.lang.String toString()	3	2	1
org.apache.commons.io.filefilter.PrefixFileFilter	boolean accept(java.io.File,java.lang.String)	4	1	1
org.apache.commons.io.filefilter.AndFileFilter	java.lang.String toString()	2	2	null
org.apache.commons.io.filefilter.OrFileFilter	java.util.List getFileFilters()	2	1	1
org.apache.commons.io.filefilter.OrFileFilter	boolean removeFileFilter(org.apache.commons.io.filefilter.IOFileFilter)	2	1	1
org.apache.commons.io.filefilter.OrFileFilter	boolean accept(java.io.File,java.lang.String)	2	1	1
org.apache.commons.io.FileUtils	java.io.File getFile(java.io.File,java.lang.String[])	5	1	1
org.apache.commons.io.FileUtils	java.io.File getFile(java.lang.String[])	4	1	1
org.apache.commons.io.FileUtils	java.io.FileInputStream openInputStream(java.io.File)	3	3	null
org.apache.commons.io.FileUtils	java.io.FileOutputStream openOutputStream(java.io.File)	8	8	null
org.apache.commons.io.FileUtils	java.lang.String byteCountToDisplaySize(java.math.BigInteger)	19	1	1
org.apache.commons.io.FileUtils	java.lang.String byteCountToDisplaySize(long)	21	2	1
org.apache.commons.io.FileUtils	void touch(java.io.File)	15	10	5
org.apache.commons.io.FileUtils	java.util.Collection listFiles(java.io.File,org.apache.commons.io.filefilter.IOFileFilter,org.apache.commons.io.filefilter.IOFileFilter)	6	2	1
org.apache.commons.io.FileUtils	java.util.Collection listFiles(java.io.File,java.lang.String[],boolean)	3	1	1
org.apache.commons.io.FileUtils	java.util.Iterator iterateFiles(java.io.File,java.lang.String[],boolean)	3	1	1
org.apache.commons.io.FileUtils	boolean contentEquals(java.io.File,java.io.File)	19	2	2
org.apache.commons.io.FileUtils	boolean contentEqualsIgnoreEOL(java.io.File,java.io.File,java.lang.String)	19	1	1
org.apache.commons.io.FileUtils	java.io.File toFile(java.net.URL)	7	6	1
org.apache.commons.io.FileUtils	java.lang.String decodeUrl(java.lang.String)	14	4	2
org.apache.commons.io.FileUtils	java.io.File[] toFiles(java.net.URL[])	5	5	null
org.apache.commons.io.FileUtils	java.net.URL[] toURLs(java.io.File[])	2	2	null
org.apache.commons.io.FileUtils	void copyFileToDirectory(java.io.File,java.io.File)	3	2	1
org.apache.commons.io.FileUtils	void copyFile(java.io.File,java.io.File)	6	5	1
org.apache.commons.io.FileUtils	void copyDirectoryToDirectory(java.io.File,java.io.File)	2	2	null
org.apache.commons.io.FileUtils	void copyDirectory(java.io.File,java.io.File)	11	5	1
org.apache.commons.io.FileUtils	void copyDirectory(java.io.File,java.io.File,boolean)	4	1	1
org.apache.commons.io.FileUtils	void copyURLToFile(java.net.URL,java.io.File)	4	2	1
org.apache.commons.io.FileUtils	void deleteDirectory(java.io.File)	21	13	6
org.apache.commons.io.FileUtils	boolean deleteQuietly(java.io.File)	10	6	2
org.apache.commons.io.FileUtils	boolean directoryContains(java.io.File,java.io.File)	25	11	6
org.apache.commons.io.FileUtils	void cleanDirectory(java.io.File)	9	9	null
org.apache.commons.io.FileUtils	boolean waitFor(java.io.File,int)	2	1	1
org.apache.commons.io.FileUtils	java.lang.String readFileToString(java.io.File,java.nio.charset.Charset)	2	2	null
org.apache.commons.io.FileUtils	java.lang.String readFileToString(java.io.File,java.lang.String)	6	5	1
org.apache.commons.io.FileUtils	java.lang.String readFileToString(java.io.File)	19	19	null
org.apache.commons.io.FileUtils	byte[] readFileToByteArray(java.io.File)	2	2	null
org.apache.commons.io.FileUtils	java.util.List readLines(java.io.File,java.lang.String)	2	2	null
org.apache.commons.io.FileUtils	org.apache.commons.io.LineIterator lineIterator(java.io.File,java.lang.String)	7	7	null
org.apache.commons.io.FileUtils	void writeStringToFile(java.io.File,java.lang.String,java.lang.String)	12	11	1
org.apache.commons.io.FileUtils	void writeStringToFile(java.io.File,java.lang.String,java.lang.String,boolean)	2	2	null
org.apache.commons.io.FileUtils	void writeStringToFile(java.io.File,java.lang.String)	20	20	null
org.apache.commons.io.FileUtils	void writeStringToFile(java.io.File,java.lang.String,boolean)	2	2	null
org.apache.commons.io.FileUtils	void write(java.io.File,java.lang.CharSequence)	3	1	1
org.apache.commons.io.FileUtils	void write(java.io.File,java.lang.CharSequence,boolean)	2	2	null
org.apache.commons.io.FileUtils	void write(java.io.File,java.lang.CharSequence,java.nio.charset.Charset)	2	2	null
org.apache.commons.io.FileUtils	void write(java.io.File,java.lang.CharSequence,java.lang.String)	2	2	null
org.apache.commons.io.FileUtils	void write(java.io.File,java.lang.CharSequence,java.lang.String,boolean)	2	2	null
org.apache.commons.io.FileUtils	void writeByteArrayToFile(java.io.File,byte[],boolean)	2	2	null
org.apache.commons.io.FileUtils	void writeByteArrayToFile(java.io.File,byte[],int,int,boolean)	2	2	null
org.apache.commons.io.FileUtils	void writeLines(java.io.File,java.lang.String,java.util.Collection,boolean)	2	2	null
org.apache.commons.io.FileUtils	void writeLines(java.io.File,java.util.Collection,boolean)	2	2	null
org.apache.commons.io.FileUtils	void writeLines(java.io.File,java.lang.String,java.util.Collection,java.lang.String)	3	3	null
org.apache.commons.io.FileUtils	void writeLines(java.io.File,java.lang.String,java.util.Collection,java.lang.String,boolean)	2	2	null
org.apache.commons.io.FileUtils	void writeLines(java.io.File,java.util.Collection,java.lang.String,boolean)	2	2	null
org.apache.commons.io.FileUtils	void forceDelete(java.io.File)	5	5	null
org.apache.commons.io.FileUtils	void forceMkdir(java.io.File)	3	1	1
org.apache.commons.io.FileUtils	void forceMkdirParent(java.io.File)	2	1	1
org.apache.commons.io.FileUtils	long sizeOf(java.io.File)	7	2	2
org.apache.commons.io.FileUtils	java.math.BigInteger sizeOfAsBigInteger(java.io.File)	6	2	1
org.apache.commons.io.FileUtils	long sizeOfDirectory(java.io.File)	14	6	6
org.apache.commons.io.FileUtils	java.math.BigInteger sizeOfDirectoryAsBigInteger(java.io.File)	4	1	1
org.apache.commons.io.FileUtils	boolean isFileNewer(java.io.File,java.io.File)	7	2	1
org.apache.commons.io.FileUtils	boolean isFileNewer(java.io.File,java.util.Date)	4	2	1
org.apache.commons.io.FileUtils	boolean isFileNewer(java.io.File,long)	4	2	1
org.apache.commons.io.FileUtils	boolean isFileOlder(java.io.File,java.io.File)	6	1	1
org.apache.commons.io.FileUtils	boolean isFileOlder(java.io.File,java.util.Date)	3	1	1
org.apache.commons.io.FileUtils	boolean isFileOlder(java.io.File,long)	3	1	1
org.apache.commons.io.FileUtils	java.util.zip.Checksum checksum(java.io.File,java.util.zip.Checksum)	6	5	1
org.apache.commons.io.FileUtils	void moveDirectory(java.io.File,java.io.File)	7	3	1
org.apache.commons.io.FileUtils	void moveDirectoryToDirectory(java.io.File,java.io.File,boolean)	8	4	2
org.apache.commons.io.FileUtils	void moveFile(java.io.File,java.io.File)	8	4	1
org.apache.commons.io.FileUtils	void moveFileToDirectory(java.io.File,java.io.File,boolean)	5	2	1
org.apache.commons.io.FileUtils	void moveToDirectory(java.io.File,java.io.File,boolean)	3	2	1
org.apache.commons.io.FileUtils	boolean isSymlink(java.io.File)	10	4	4
org.apache.commons.io.ByteOrderMark	java.lang.String getCharsetName()	8	2	2
org.apache.commons.io.ByteOrderMark	int length()	3	1	1
org.apache.commons.io.ByteOrderMark	int get(int)	6	1	1
org.apache.commons.io.ByteOrderMark	byte[] getBytes()	3	1	1
org.apache.commons.io.ByteOrderMark	boolean equals(java.lang.Object)	8	1	1
org.apache.commons.io.ByteOrderMark	int hashCode()	3	1	1
org.apache.commons.io.ByteOrderMark	java.lang.String toString()	3	1	1
org.apache.commons.io.monitor.CollectionFileListener	void clear()	7	2	2
org.apache.commons.io.monitor.CollectionFileListener	java.util.Collection getChangedFiles()	8	4	2
org.apache.commons.io.monitor.CollectionFileListener	java.util.Collection getCreatedDirectories()	3	1	1
org.apache.commons.io.monitor.CollectionFileListener	java.util.Collection getCreatedFiles()	28	7	5
org.apache.commons.io.monitor.CollectionFileListener	java.util.Collection getDeletedDirectories()	2	1	1
org.apache.commons.io.monitor.CollectionFileListener	java.util.Collection getDeletedFiles()	13	5	3
org.apache.commons.io.monitor.FileAlterationObserverTestCase	void checkAndNotify()	29	5	5
org.apache.commons.io.monitor.FileAlterationMonitorTestCase	void checkFile(java.lang.String,java.io.File,java.util.Collection)	5	2	2
org.apache.commons.io.DirectoryWalkerTestCase	void checkContainsFiles(java.lang.String,java.io.File[],java.util.Collection)	11	6	4
org.apache.commons.io.DirectoryWalkerTestCase	void checkContainsString(java.lang.String,java.io.File[],java.util.Collection)	2	1	1
org.apache.commons.io.IOUtilsCopyTestCase	void testCopy_inputStreamToOutputStreamWithBufferSize(int)	15	1	1
org.apache.commons.io.FileUtilsCleanDirectoryTestCase	boolean chmod(java.io.File,int,boolean)	2	2	null
org.apache.commons.io.input.UnixLineEndingInputStreamTest	java.lang.String roundtrip(java.lang.String)	6	6	null
org.apache.commons.io.input.UnixLineEndingInputStreamTest	java.lang.String roundtrip(java.lang.String,boolean)	3	2	1
org.apache.commons.io.input.XmlStreamReaderTest	void _testRawNoBomValid(java.lang.String)	8	8	null
org.apache.commons.io.input.XmlStreamReaderTest	void _testRawBomValid(java.lang.String)	7	3	2
org.apache.commons.io.input.XmlStreamReaderTest	void _testRawBomInvalid(java.lang.String,java.lang.String,java.lang.String)	17	3	3
org.apache.commons.io.input.XmlStreamReaderTest	void _testAlternateDefaultEncoding(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	6	1	1
org.apache.commons.io.input.XmlStreamReaderTest	void _testHttpValid(java.lang.String,java.lang.String,java.lang.String,java.lang.String)	19	1	1
org.apache.commons.io.input.XmlStreamReaderTest	void _testHttpInvalid(java.lang.String,java.lang.String,java.lang.String,java.lang.String)	21	1	1
org.apache.commons.io.input.XmlStreamReaderTest	void _testHttpLenient(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	25	1	1
org.apache.commons.io.input.XmlStreamReaderTest	java.lang.String getXML(java.lang.String,java.lang.String,java.lang.String,java.lang.String)	2	2	null
org.apache.commons.io.input.TailerTest$TestTailerListener	java.util.List getLines()	12	6	4
org.apache.commons.io.input.TailerTest$TestTailerListener	void clear()	6	4	1
org.apache.commons.io.input.WindowsLineEndingInputStreamTest	java.lang.String roundtrip(java.lang.String)	4	4	null
org.apache.commons.io.input.WindowsLineEndingInputStreamTest	java.lang.String roundtrip(java.lang.String,boolean)	4	3	1
org.apache.commons.io.input.CharSequenceReaderTest	void checkRead(java.io.Reader,java.lang.String)	8	3	2
org.apache.commons.io.input.CharSequenceReaderTest	void checkArray(char[],char[])	5	2	2
org.apache.commons.io.input.BOMInputStreamTest	void assertData(byte[],byte[],int)	8	6	2
org.apache.commons.io.input.BOMInputStreamTest	java.io.InputStream createUtf16BeDataStream(byte[],boolean)	5	3	2
org.apache.commons.io.input.BOMInputStreamTest	java.io.InputStream createUtf16LeDataStream(byte[],boolean)	3	2	1
org.apache.commons.io.input.BOMInputStreamTest	java.io.InputStream createUtf32BeDataStream(byte[],boolean)	8	5	3
org.apache.commons.io.input.BOMInputStreamTest	java.io.InputStream createUtf32LeDataStream(byte[],boolean)	4	3	1
org.apache.commons.io.input.BOMInputStreamTest	java.io.InputStream createUtf8DataStream(byte[],boolean)	31	29	2
org.apache.commons.io.input.BOMInputStreamTest	void parseXml(java.io.InputStream)	16	9	7
org.apache.commons.io.input.BOMInputStreamTest	void parseXml(java.io.Reader)	2	2	null
org.apache.commons.io.input.BOMInputStreamTest	void readBOMInputStreamTwice(java.lang.String)	2	2	null
org.apache.commons.io.input.BOMInputStreamTest	boolean jvmAndSaxBothSupportCharset(java.lang.String)	5	5	null
org.apache.commons.io.input.BoundedInputStreamTest	void compare(java.lang.String,byte[],byte[])	5	1	1
org.apache.commons.io.input.ReversedLinesFileReaderTestParamBlockSize	void assertEqualsAndNoLineBreaks(java.lang.String,java.lang.String)	2	1	1
org.apache.commons.io.input.AutoCloseInputStreamTest$1	void close()	5	5	null
org.apache.commons.io.input.TailerTest	void createFile(java.io.File,long)	8	7	1
org.apache.commons.io.input.TailerTest	void write(java.io.File,java.lang.String[])	7	2	2
org.apache.commons.io.input.TailerTest	void writeString(java.io.File,java.lang.String[])	4	3	1
org.apache.commons.io.input.XmlStreamReaderUtilitiesTest	void checkContentTypeEncoding(java.lang.String,java.lang.String)	15	1	1
org.apache.commons.io.input.XmlStreamReaderUtilitiesTest	void checkContentTypeMime(java.lang.String,java.lang.String)	6	1	1
org.apache.commons.io.input.XmlStreamReaderUtilitiesTest	void checkAppXml(boolean,java.lang.String)	12	1	1
org.apache.commons.io.input.XmlStreamReaderUtilitiesTest	void checkTextXml(boolean,java.lang.String)	9	1	1
org.apache.commons.io.input.XmlStreamReaderUtilitiesTest	void testCalculateRawEncodingStandard(java.lang.String,java.lang.String,java.lang.String)	6	2	2
org.apache.commons.io.input.XmlStreamReaderUtilitiesTest	void checkRawEncoding(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	18	3	3
org.apache.commons.io.input.XmlStreamReaderUtilitiesTest	void checkRawError(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	13	3	2
org.apache.commons.io.input.XmlStreamReaderUtilitiesTest	void checkHttpEncoding(java.lang.String,boolean,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	21	2	2
org.apache.commons.io.input.XmlStreamReaderUtilitiesTest	void checkHttpError(java.lang.String,boolean,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	11	2	2
org.apache.commons.io.input.CloseShieldInputStreamTest$1	void close()	5	5	null
org.apache.commons.io.input.BOMInputStreamTest$ExpectCloseInputStream	void close()	6	6	null
org.apache.commons.io.input.BOMInputStreamTest$ExpectCloseInputStream	int read()	19	8	5
org.apache.commons.io.input.CharSequenceInputStreamTest	java.util.Set getRequiredCharsetNames()	8	8	null
org.apache.commons.io.input.CharSequenceInputStreamTest	void testBufferedRead(java.lang.String,java.lang.String)	5	5	null
org.apache.commons.io.input.CharSequenceInputStreamTest	void testIO_356(int,int,int,java.lang.String)	7	7	null
org.apache.commons.io.input.CharSequenceInputStreamTest	void testIO_356_Loop(java.lang.String,int)	2	2	null
org.apache.commons.io.input.CharSequenceInputStreamTest	void testMarkReset(java.lang.String)	3	3	null
org.apache.commons.io.input.CharSequenceInputStreamTest	void testSingleByteRead(java.lang.String,java.lang.String)	5	5	null
org.apache.commons.io.input.CharSequenceInputStreamTest	void testSkip(java.lang.String)	3	3	null
org.apache.commons.io.input.CharSequenceInputStreamTest	boolean isAvailabilityTestableForCharset(java.lang.String)	2	2	null
org.apache.commons.io.input.ReaderInputStreamTest	void testWithSingleByteRead(java.lang.String,java.lang.String)	3	3	null
org.apache.commons.io.input.ReaderInputStreamTest	void testWithBufferedRead(java.lang.String,java.lang.String)	2	2	null
org.apache.commons.io.DirectoryWalkerTestCaseJava4$TestCancelWalker	java.util.List find(java.io.File)	3	1	1
org.apache.commons.io.IOUtilsTestCase	void assertEqualContent(byte[],byte[])	9	5	2
org.apache.commons.io.IOUtilsTestCase	void testToString_URI(java.lang.String)	2	2	null
org.apache.commons.io.IOUtilsTestCase	void testToString_URL(java.lang.String)	2	2	null
org.apache.commons.io.FilenameUtilsWildcardTestCase	void assertMatch(java.lang.String,java.lang.String,boolean)	44	2	2
org.apache.commons.io.FileUtilsTestCase$2	boolean delete()	35	24	8
org.apache.commons.io.DemuxTestCase$ReaderThread	void run()	9	9	null
org.apache.commons.io.FileCleaningTrackerTestCase	void pauseForDeleteToComplete(java.io.File)	4	4	null
org.apache.commons.io.FileCleaningTrackerTestCase	java.lang.String showFailures()	5	4	1
org.apache.commons.io.FileCleaningTrackerTestCase	void waitUntilTrackCount()	7	7	null
org.apache.commons.io.DemuxTestCase	java.lang.String getOutput(java.lang.String)	4	1	1
org.apache.commons.io.DemuxTestCase	java.lang.String getInput(java.lang.String)	4	1	1
org.apache.commons.io.DemuxTestCase	void doStart()	2	2	null
org.apache.commons.io.DemuxTestCase	void doJoin()	2	2	null
org.apache.commons.io.DemuxTestCase	void startWriter(java.lang.String,java.lang.String,org.apache.commons.io.output.DemuxOutputStream)	4	1	1
org.apache.commons.io.DemuxTestCase	void startReader(java.lang.String,java.lang.String,org.apache.commons.io.input.DemuxInputStream)	4	1	1
org.apache.commons.io.serialization.ValidatingObjectInputStreamTest	void assertSerialization(java.io.ObjectInputStream)	18	18	null
org.apache.commons.io.serialization.ClosingBase	java.io.Closeable willClose(java.io.Closeable)	21	21	null
org.apache.commons.io.serialization.MoreComplexObjectTest	void assertSerialization(java.io.ObjectInputStream)	3	3	null
org.apache.commons.io.IOUtilsTestCase$8	void write(int)	3	3	null
org.apache.commons.io.IOUtilsTestCase$9	void write(int)	3	3	null
org.apache.commons.io.IOExceptionWithCauseTestCase	void validate(java.lang.Throwable,java.lang.Throwable,java.lang.String)	2	2	null
org.apache.commons.io.HexDumpTest	char toHex(int)	12	1	1
org.apache.commons.io.HexDumpTest	char toAscii(int)	4	1	1
org.apache.commons.io.DirectoryWalkerTestCase$TestMultiThreadCancelWalker	java.util.List find(java.io.File)	3	1	1
org.apache.commons.io.DirectoryWalkerTestCaseJava4$TestMultiThreadCancelWalker	java.util.List find(java.io.File)	3	1	1
org.apache.commons.io.DirectoryWalkerTestCase$TestCancelWalker	java.util.List find(java.io.File)	3	1	1
org.apache.commons.io.DirectoryWalkerTestCaseJava4$TestFileFinder	java.util.List find(java.io.File)	13	12	1
org.apache.commons.io.LineIteratorTestCase	void assertLines(java.util.List,org.apache.commons.io.LineIterator)	3	3	null
org.apache.commons.io.LineIteratorTestCase	java.util.List createLinesFile(java.io.File,java.lang.String,int)	8	8	null
org.apache.commons.io.LineIteratorTestCase	void doTestFileWithSpecifiedLines(int)	4	4	null
org.apache.commons.io.LineIteratorTestCase	void testFiltering(java.util.List,java.io.Reader)	2	2	null
org.apache.commons.io.FileUtilsCleanSymlinksTestCase	void setupSymlink(java.io.File,java.io.File)	10	8	2
org.apache.commons.io.DemuxTestCase$WriterThread	void run()	9	9	null
org.apache.commons.io.testtools.YellOnFlushAndCloseOutputStream	void flush()	25	25	null
org.apache.commons.io.testtools.YellOnFlushAndCloseOutputStream	void close()	2	2	null
org.apache.commons.io.testtools.YellOnFlushAndCloseOutputStream	void off()	42	42	null
org.apache.commons.io.testtools.YellOnCloseInputStream	void close()	5	5	null
org.apache.commons.io.DirectoryWalkerTestCaseJava4	void checkContainsFiles(java.lang.String,java.io.File[],java.util.Collection)	11	6	4
org.apache.commons.io.LineIteratorTestCase$1	java.lang.String readLine()	2	2	null
org.apache.commons.io.FileUtilsFileNewerTestCase	void testIsFileNewer(java.lang.String,java.io.File,long,boolean)	4	2	1
org.apache.commons.io.FileUtilsTestCase$ShorterFile	long length()	14	11	2
org.apache.commons.io.output.ProxyOutputStreamTest$1	void write(byte[])	3	2	1
org.apache.commons.io.output.ByteArrayOutputStreamTestCase	int writeData(org.apache.commons.io.output.ByteArrayOutputStream,java.io.ByteArrayOutputStream,int)	4	2	2
org.apache.commons.io.output.ByteArrayOutputStreamTestCase	int writeData(org.apache.commons.io.output.ByteArrayOutputStream,java.io.ByteArrayOutputStream,int[])	5	3	1
org.apache.commons.io.output.ByteArrayOutputStreamTestCase	void checkByteArrays(byte[],byte[])	4	2	2
org.apache.commons.io.output.ByteArrayOutputStreamTestCase	void checkStreams(org.apache.commons.io.output.ByteArrayOutputStream,java.io.ByteArrayOutputStream)	5	1	1
org.apache.commons.io.output.CloseShieldOutputStreamTest$1	void close()	8	5	1
org.apache.commons.io.output.FileWriterWithEncodingTest	void succesfulRun(org.apache.commons.io.output.FileWriterWithEncoding)	7	7	null
org.apache.commons.io.output.FileWriterWithEncodingTest	void writeTestPayload(java.io.FileWriter,org.apache.commons.io.output.FileWriterWithEncoding)	2	1	1
org.apache.commons.io.output.TeeOutputStreamTest	void assertByteArrayEquals(java.lang.String,byte[],byte[])	3	1	1
org.apache.commons.io.output.XmlStreamWriterTest	void checkXmlWriter(java.lang.String,java.lang.String)	9	9	null
org.apache.commons.io.output.XmlStreamWriterTest	void checkXmlWriter(java.lang.String,java.lang.String,java.lang.String)	5	1	1
org.apache.commons.io.output.DeferredFileOutputStreamTest	void verifyResultFile(java.io.File)	5	5	null
org.apache.commons.io.output.TeeOutputStreamTest$RecordCloseByteArrayOutputStream	void close()	2	2	null
org.apache.commons.io.output.ProxyWriterTest$9	void flush()	22	22	null
org.apache.commons.io.output.ProxyWriterTest$7	void write(java.lang.String)	2	1	1
org.apache.commons.io.output.ChunkedWriterTest	java.io.OutputStreamWriter getOutputStreamWriter(java.util.concurrent.atomic.AtomicInteger)	2	2	null
org.apache.commons.io.output.WriterOutputStreamTest	void testWithSingleByteWrite(java.lang.String,java.lang.String)	5	5	null
org.apache.commons.io.output.WriterOutputStreamTest	void testWithBufferedWrite(java.lang.String,java.lang.String)	5	5	null
org.apache.commons.io.output.ChunkedOutputStreamTest	org.apache.commons.io.output.ByteArrayOutputStream getByteArrayOutputStream(java.util.concurrent.atomic.AtomicInteger)	2	2	null
org.apache.commons.io.output.TeeOutputStreamTest$ExceptionOnCloseByteArrayOutputStream	void close()	2	2	null
org.apache.commons.io.output.CountingOutputStreamTest	void assertByteArrayEquals(java.lang.String,byte[],int,int)	4	1	1
org.apache.commons.io.IOCaseTestCase	org.apache.commons.io.IOCase serialize(org.apache.commons.io.IOCase)	3	1	1
org.apache.commons.io.filefilter.FileFilterTestCase	void assertFiltering(org.apache.commons.io.filefilter.IOFileFilter,java.io.File,boolean)	267	31	31
org.apache.commons.io.filefilter.RegexFileFilterTestCase	void assertFiltering(org.apache.commons.io.filefilter.IOFileFilter,java.io.File,boolean)	15	1	1
org.apache.commons.io.FileUtilsListFilesTestCase	java.io.File getLocalTestDirectory()	11	3	3
org.apache.commons.io.FileUtilsListFilesTestCase	java.util.Collection filesToFilenames(java.util.Collection)	7	2	2
org.apache.commons.io.FileUtilsListFilesTestCase	java.util.Collection filesToFilenames(java.util.Iterator)	3	1	1
org.apache.commons.io.IOUtilsTestCase$7	int read()	19	8	5
org.apache.commons.io.FileUtilsTestCase	java.lang.String getName()	16	8	2
org.apache.commons.io.FileUtilsTestCase	void openOutputStream_noParent(boolean)	2	2	null
org.apache.commons.io.FileUtilsTestCase	void createCircularSymLink(java.io.File)	2	2	null
org.apache.commons.io.FileUtilsTestCase	void createFilesForTestCopyDirectory(java.io.File,java.io.File,java.io.File)	3	3	null
org.apache.commons.io.IOUtilsTestCase$6	int read()	19	8	5
org.apache.commons.io.FileUtilsTestCase$ListDirectoryWalker	java.util.List list(java.io.File)	7	4	2
org.apache.commons.io.DirectoryWalkerTestCase$TestFileFinder	java.util.List find(java.io.File)	13	12	1
