Class	Helper Method Name	Total Number of Calls	Total Number of Distinct Test-Case Callers	Total Number of Multi-called Test Cases
com.helger.commons.dimension.SizeInt	java.lang.String toString()	4	1	1
com.helger.commons.dimension.SizeDouble	double getWidth()	8	3	2
com.helger.commons.dimension.SizeDouble	double getHeight()	8	3	2
com.helger.commons.dimension.SizeDouble	com.helger.commons.dimension.SizeDouble getBestMatchingSize(double,double)	7	1	1
com.helger.commons.dimension.SizeDouble	com.helger.commons.dimension.SizeDouble getScaledToWidth(double)	4	1	1
com.helger.commons.dimension.SizeDouble	com.helger.commons.dimension.SizeDouble getScaledToHeight(double)	4	1	1
com.helger.commons.dimension.SizeDouble	java.lang.String toString()	4	1	1
com.helger.commons.lang.StackTraceHelper	java.lang.String getStackAsString(java.lang.StackTraceElement[],boolean)	3	1	1
com.helger.commons.lang.StackTraceHelper	java.lang.String getStackAsString(java.lang.Throwable)	4	1	1
com.helger.commons.lang.StackTraceHelper	java.lang.String getStackAsString(java.lang.Throwable,boolean)	2	1	1
com.helger.commons.lang.ClassHelper	boolean isPublicClass(java.lang.Class)	13	1	1
com.helger.commons.lang.ClassHelper	boolean isInstancableClass(java.lang.Class)	13	1	1
com.helger.commons.lang.ClassHelper	boolean isPublic(java.lang.Class)	12	1	1
com.helger.commons.lang.ClassHelper	boolean isInterface(java.lang.Class)	12	1	1
com.helger.commons.lang.ClassHelper	boolean isAnnotationClass(java.lang.Class)	12	1	1
com.helger.commons.lang.ClassHelper	boolean isEnumClass(java.lang.Class)	12	1	1
com.helger.commons.lang.ClassHelper	boolean isAbstractClass(java.lang.Class)	12	1	1
com.helger.commons.lang.ClassHelper	boolean isArrayClass(java.lang.Class)	12	1	1
com.helger.commons.lang.ClassHelper	boolean isPrimitiveType(java.lang.Class)	18	1	1
com.helger.commons.lang.ClassHelper	boolean isPrimitiveWrapperType(java.lang.Class)	18	1	1
com.helger.commons.lang.ClassHelper	java.lang.Class getPrimitiveWrapperClass(java.lang.Class)	3	1	1
com.helger.commons.lang.ClassHelper	java.lang.Class getPrimitiveClass(java.lang.Class)	3	1	1
com.helger.commons.lang.ClassHelper	com.helger.commons.collection.impl.ICommonsSet getAllPrimitiveClasses()	4	3	1
com.helger.commons.lang.ClassHelper	com.helger.commons.collection.impl.ICommonsSet getAllPrimitiveWrapperClasses()	2	1	1
com.helger.commons.lang.ClassHelper	boolean isStringClass(java.lang.Class)	5	1	1
com.helger.commons.lang.ClassHelper	boolean isCharacterClass(java.lang.Class)	5	1	1
com.helger.commons.lang.ClassHelper	boolean isBooleanClass(java.lang.Class)	5	1	1
com.helger.commons.lang.ClassHelper	boolean isFloatingPointClass(java.lang.Class)	8	1	1
com.helger.commons.lang.ClassHelper	boolean isIntegerClass(java.lang.Class)	11	1	1
com.helger.commons.lang.ClassHelper	java.lang.String getClassLocalName(java.lang.Object)	2	1	1
com.helger.commons.lang.ClassHelper	java.lang.String getClassLocalName(java.lang.Class)	2	1	1
com.helger.commons.lang.ClassHelper	java.lang.String getClassLocalName(java.lang.String)	4	1	1
com.helger.commons.lang.ClassHelper	java.lang.String getClassPackageName(java.lang.Class)	3	1	1
com.helger.commons.lang.ClassHelper	java.lang.String getClassPackageName(java.lang.String)	6	1	1
com.helger.commons.lang.ClassHelper	java.lang.String getSafeClassName(java.lang.Object)	3	1	1
com.helger.commons.lang.ClassHelper	java.lang.String getDirectoryFromPackage(java.lang.Package)	2	1	1
com.helger.commons.lang.ClassHelper	java.lang.String getDirectoryFromPackage(java.lang.String)	5	1	1
com.helger.commons.lang.ClassHelper	java.lang.String getPathFromClass(java.lang.Class)	2	1	1
com.helger.commons.lang.ClassHelper	java.lang.String getPathFromClass(java.lang.String)	5	1	1
com.helger.commons.lang.ClassHelper	java.lang.String getClassFromPath(java.lang.String)	7	1	1
com.helger.commons.lang.ClassHelper	java.lang.String getObjectAddress(java.lang.Object)	4	1	1
com.helger.commons.lang.ClassHelper	java.net.URL getResource(java.lang.Class,java.lang.String)	15	8	7
com.helger.commons.lang.ClassHelper	java.io.InputStream getResourceAsStream(java.lang.Class,java.lang.String)	16	7	7
com.helger.commons.lang.BitSetHelper	java.util.BitSet createBitSet(byte)	2	1	1
com.helger.commons.lang.BitSetHelper	java.util.BitSet createBitSet(short)	2	1	1
com.helger.commons.lang.BitSetHelper	java.util.BitSet createBitSet(int)	2	1	1
com.helger.commons.lang.BitSetHelper	java.util.BitSet createBitSet(long)	3	2	1
com.helger.commons.lang.BitSetHelper	int getExtractedIntValue(java.util.BitSet)	8	3	3
com.helger.commons.lang.BitSetHelper	long getExtractedLongValue(java.util.BitSet)	4	1	1
com.helger.commons.lang.CloneHelper	java.lang.Object getClonedValue(java.lang.Object)	10	1	1
com.helger.commons.lang.ClassLoaderHelper	java.lang.ClassLoader getSystemClassLoader()	58	7	7
com.helger.commons.lang.ClassLoaderHelper	java.lang.ClassLoader getContextClassLoader()	58	7	7
com.helger.commons.lang.ClassLoaderHelper	java.lang.ClassLoader getClassClassLoader(java.lang.Class)	58	7	7
com.helger.commons.lang.ClassLoaderHelper	java.lang.ClassLoader getDefaultClassLoader()	4	4	null
com.helger.commons.lang.ClassLoaderHelper	java.net.URL getResource(java.lang.ClassLoader,java.lang.String)	42	7	7
com.helger.commons.lang.ClassLoaderHelper	java.io.InputStream getResourceAsStream(java.lang.ClassLoader,java.lang.String)	48	7	7
com.helger.commons.lang.GenericReflection	java.lang.Class getClassFromName(java.lang.String)	2	1	1
com.helger.commons.lang.GenericReflection	java.lang.Class getClassFromNameSafe(java.lang.String)	2	1	1
com.helger.commons.lang.GenericReflection	java.lang.Object invokeMethod(java.lang.Object,java.lang.String,java.lang.Object[])	3	1	1
com.helger.commons.lang.GenericReflection	java.lang.Object invokeStaticMethod(java.lang.String,java.lang.String,java.lang.Object[])	3	1	1
com.helger.commons.lang.GenericReflection	java.lang.Object newInstance(java.lang.Class)	3	1	1
com.helger.commons.lang.GenericReflection	java.lang.Object newInstance(java.lang.String,java.lang.Class)	6	1	1
com.helger.commons.lang.GenericReflection	java.lang.Object newInstance(java.lang.String,java.lang.Class,java.lang.ClassLoader)	6	1	1
com.helger.commons.lang.TimeValue	java.lang.String toString()	4	1	1
com.helger.commons.lang.ClassHierarchyCache$ClassList	java.lang.String toString()	4	1	1
com.helger.commons.lang.proxy.LoggingInvocationHandler	java.lang.Object proxying(java.lang.Class,java.lang.Object)	3	2	1
com.helger.commons.lang.BooleanHelper	boolean getBooleanValue(java.lang.Boolean,boolean)	6	1	1
com.helger.commons.lang.EnumHelper	java.lang.Enum getFromIDOrNull(java.lang.Class,java.lang.Object)	4	1	1
com.helger.commons.lang.EnumHelper	java.lang.Enum getFromIDOrDefault(java.lang.Class,java.lang.Object,java.lang.Enum)	3	1	1
com.helger.commons.lang.EnumHelper	java.lang.Enum getFromIDOrThrow(java.lang.Class,java.lang.Object)	2	1	1
com.helger.commons.lang.EnumHelper	java.lang.Enum getFromIDCaseInsensitiveOrNull(java.lang.Class,java.lang.String)	4	1	1
com.helger.commons.lang.EnumHelper	java.lang.Enum getFromIDCaseInsensitiveOrDefault(java.lang.Class,java.lang.String,java.lang.Enum)	5	1	1
com.helger.commons.lang.EnumHelper	java.lang.Enum getFromIDCaseInsensitiveOrThrow(java.lang.Class,java.lang.String)	2	1	1
com.helger.commons.lang.EnumHelper	java.lang.Enum getFromIDOrNull(java.lang.Class,int)	3	1	1
com.helger.commons.lang.EnumHelper	java.lang.Enum getFromIDOrDefault(java.lang.Class,int,java.lang.Enum)	2	1	1
com.helger.commons.lang.EnumHelper	java.lang.Enum getFromIDOrThrow(java.lang.Class,int)	2	1	1
com.helger.commons.lang.EnumHelper	java.lang.String getEnumID(java.lang.Enum)	3	1	1
com.helger.commons.lang.ClassHierarchyCache	com.helger.commons.collection.impl.ICommonsSet getClassHierarchy(java.lang.Class)	4	1	1
com.helger.commons.hashcode.HashCodeGenerator	com.helger.commons.hashcode.HashCodeGenerator append(int)	6	3	1
com.helger.commons.hashcode.HashCodeGenerator	com.helger.commons.hashcode.HashCodeGenerator append(java.lang.Object)	2	1	1
com.helger.commons.hashcode.HashCodeGenerator	int getHashCode()	12	3	3
com.helger.commons.hashcode.HashCodeGenerator	com.helger.commons.hashcode.HashCodeGenerator getDerived(int)	2	1	1
com.helger.commons.mime.MimeTypeParser	boolean isToken(java.lang.String)	10	1	1
com.helger.commons.mime.MimeTypeParser	com.helger.commons.mime.MimeType parseMimeType(java.lang.String)	6	1	1
com.helger.commons.mime.MimeTypeParser	com.helger.commons.mime.MimeType parseMimeType(java.lang.String,com.helger.commons.mime.EMimeQuoting)	8	6	2
com.helger.commons.mime.MimeTypeParameter	java.lang.String getAttribute()	11	2	2
com.helger.commons.mime.MimeTypeParameter	java.lang.String getValue()	2	1	1
com.helger.commons.mime.MimeTypeParameter	boolean isValueRequiringQuoting()	2	1	1
com.helger.commons.mime.MimeTypeParameter	java.lang.String toString()	4	1	1
com.helger.commons.mime.MimeTypeContent	java.lang.String toString()	4	1	1
com.helger.commons.mime.MimeTypeDeterminator	com.helger.commons.mime.MimeTypeDeterminator getInstance()	11	1	1
com.helger.commons.mime.MimeTypeDeterminator	com.helger.commons.mime.IMimeType getMimeTypeFromString(java.lang.String,java.nio.charset.Charset)	8	1	1
com.helger.commons.mime.MimeTypeDeterminator	com.helger.commons.mime.IMimeType getMimeTypeFromBytes(byte[])	3	1	1
com.helger.commons.mime.MimeType	com.helger.commons.mime.EMimeContentType getContentType()	5	2	1
com.helger.commons.mime.MimeType	java.lang.String getContentSubType()	5	2	1
com.helger.commons.mime.MimeType	java.lang.String getAsString(com.helger.commons.mime.EMimeQuoting)	23	4	2
com.helger.commons.mime.MimeType	java.lang.String getAsStringWithoutParameters()	8	2	1
com.helger.commons.mime.MimeType	com.helger.commons.mime.MimeType addParameter(java.lang.String,java.lang.String)	6	3	2
com.helger.commons.mime.MimeType	boolean hasAnyParameters()	7	1	1
com.helger.commons.mime.MimeType	int getParameterCount()	7	1	1
com.helger.commons.mime.MimeType	com.helger.commons.collection.impl.ICommonsList getAllParameters()	14	1	1
com.helger.commons.mime.MimeType	com.helger.commons.mime.MimeTypeParameter getParameterAtIndex(int)	12	1	1
com.helger.commons.mime.MimeType	java.lang.String toString()	4	1	1
com.helger.commons.mime.EMimeContentType	java.lang.String getID()	2	1	1
com.helger.commons.mime.EMimeContentType	java.lang.String getText()	4	1	1
com.helger.commons.mime.EMimeContentType	boolean isTypeOf(java.lang.String)	4	1	1
com.helger.commons.factory.FactoryNewInstance	java.lang.Object get()	5	2	1
com.helger.commons.factory.FactoryNewInstance	java.lang.String toString()	4	1	1
com.helger.commons.factory.FactoryNewInstance	com.helger.commons.factory.FactoryNewInstance create(java.lang.Class)	8	2	2
com.helger.commons.ValueEnforcer	java.lang.CharSequence notEmpty(java.lang.CharSequence,java.lang.String)	3	3	null
com.helger.commons.ValueEnforcer	java.util.Collection notEmpty(java.util.Collection,java.lang.String)	2	2	null
com.helger.commons.csv.CSVIterator	boolean hasNext()	93	42	18
com.helger.commons.csv.CSVIterator	com.helger.commons.collection.impl.ICommonsList next()	2	2	null
com.helger.commons.csv.CSVIterator	java.lang.Object next()	83	36	14
com.helger.commons.csv.CSVWriter	com.helger.commons.csv.CSVWriter setQuoteChar(char)	5	5	null
com.helger.commons.csv.CSVWriter	com.helger.commons.csv.CSVWriter setEscapeChar(char)	3	3	null
com.helger.commons.csv.CSVWriter	void writeNext(java.lang.Iterable)	10	7	3
com.helger.commons.csv.CSVWriter	void writeNext(java.lang.String[],boolean)	5	3	1
com.helger.commons.csv.CSVWriter	void writeNext(java.lang.String[])	14	13	1
com.helger.commons.csv.CSVWriter	void close()	88	22	22
com.helger.commons.csv.CSVReader	com.helger.commons.csv.CSVReader setSeparatorChar(char)	4	4	null
com.helger.commons.csv.CSVReader	com.helger.commons.csv.CSVReader setQuoteChar(char)	6	6	null
com.helger.commons.csv.CSVReader	com.helger.commons.csv.CSVReader setEscapeChar(char)	3	3	null
com.helger.commons.csv.CSVReader	com.helger.commons.csv.CSVReader setStrictQuotes(boolean)	4	4	null
com.helger.commons.csv.CSVReader	com.helger.commons.csv.CSVReader setSkipLines(int)	2	2	null
com.helger.commons.csv.CSVReader	com.helger.commons.collection.impl.ICommonsList readAll()	5	5	null
com.helger.commons.csv.CSVReader	com.helger.commons.collection.impl.ICommonsList readNext()	38	22	4
com.helger.commons.csv.CSVReader	void close()	117	30	29
com.helger.commons.csv.CSVReader	java.util.Iterator iterator()	2	2	null
com.helger.commons.csv.CSVLineReaderKeepCR	java.lang.String readLine()	6	6	null
com.helger.commons.csv.CSVParser	com.helger.commons.csv.CSVParser setSeparatorChar(char)	6	6	null
com.helger.commons.csv.CSVParser	com.helger.commons.csv.CSVParser setQuoteChar(char)	6	6	null
com.helger.commons.csv.CSVParser	com.helger.commons.csv.CSVParser setEscapeChar(char)	3	3	null
com.helger.commons.csv.CSVParser	com.helger.commons.csv.CSVParser setStrictQuotes(boolean)	7	7	null
com.helger.commons.csv.CSVParser	com.helger.commons.csv.CSVParser setIgnoreQuotations(boolean)	3	3	null
com.helger.commons.csv.CSVParser	boolean isPending()	10	7	3
com.helger.commons.csv.CSVParser	com.helger.commons.collection.impl.ICommonsList parseLineMulti(java.lang.String)	6	4	2
com.helger.commons.csv.CSVParser	com.helger.commons.collection.impl.ICommonsList parseLine(java.lang.String)	35	35	null
com.helger.commons.csv.CSVParser	boolean isNextCharacterEscapable(java.lang.String,boolean,int)	10	1	1
com.helger.commons.csv.CSVLineReaderNonBlockingBufferedReader	java.lang.String readLine()	6	6	null
com.helger.commons.log.LogHelper	void log(org.slf4j.Logger,com.helger.commons.error.level.IErrorLevel,java.lang.String,java.lang.Throwable)	2	1	1
com.helger.commons.log.LogMessage	java.time.LocalDateTime getIssueDateTime()	2	1	1
com.helger.commons.log.LogMessage	java.lang.String toString()	4	1	1
com.helger.commons.log.InMemoryLogger	int size()	3	1	1
com.helger.commons.log.InMemoryLogger	boolean isEmpty()	2	1	1
com.helger.commons.log.InMemoryLogger	java.lang.String toString()	5	2	1
com.helger.commons.vendor.VendorInfo	int getInceptionYear()	3	1	1
com.helger.commons.vendor.VendorInfo	void setInceptionYear(int)	2	1	1
com.helger.commons.vendor.VendorInfo	java.lang.String getVendorURLWithoutProtocol()	5	1	1
com.helger.commons.vendor.VendorInfo	java.lang.String getVendorURL()	5	1	1
com.helger.commons.vendor.VendorInfo	void setVendorURL(java.lang.String)	4	1	1
com.helger.commons.vendor.VendorInfo	java.lang.String getVendorEmail()	3	1	1
com.helger.commons.vendor.VendorInfo	java.lang.String getVendorEmailSuffix()	3	1	1
com.helger.commons.vendor.VendorInfo	void setVendorEmail(java.lang.String)	2	1	1
com.helger.commons.text.util.ABNF	boolean isAlpha(int)	3	1	1
com.helger.commons.text.util.ABNF	boolean isBit(int)	3	1	1
com.helger.commons.text.util.ABNF	boolean isChar(int)	2	1	1
com.helger.commons.text.util.ABNF	boolean isCR(int)	2	1	1
com.helger.commons.text.util.ABNF	boolean isCtl(int)	3	1	1
com.helger.commons.text.util.ABNF	boolean isDigit(int)	2	1	1
com.helger.commons.text.util.ABNF	boolean isDQuote(int)	2	1	1
com.helger.commons.text.util.ABNF	boolean isHexDigit(int)	4	1	1
com.helger.commons.text.util.ABNF	boolean isHexDigitCaseInsensitive(int)	4	1	1
com.helger.commons.text.util.ABNF	boolean isHTab(int)	2	1	1
com.helger.commons.text.util.ABNF	boolean isLF(int)	2	1	1
com.helger.commons.text.util.ABNF	boolean isOctet(int)	3	1	1
com.helger.commons.text.util.ABNF	boolean isSP(int)	2	1	1
com.helger.commons.text.util.ABNF	boolean isVChar(int)	2	1	1
com.helger.commons.text.util.ABNF	boolean isWSP(int)	3	1	1
com.helger.commons.text.util.TextHelper	java.lang.String getFormattedText(java.lang.String,java.lang.Object[])	8	1	1
com.helger.commons.text.util.TextHelper	com.helger.commons.text.MultilingualText create_DE(java.lang.String)	2	2	null
com.helger.commons.text.util.TextHelper	com.helger.commons.text.MultilingualText create_DE_EN(java.lang.String,java.lang.String)	11	5	1
com.helger.commons.text.util.TextHelper	com.helger.commons.text.MultilingualText createMultilingualTextFromMap(java.util.Map)	2	1	1
com.helger.commons.text.ConstantHasTextWithArgs	java.lang.String toString()	4	1	1
com.helger.commons.text.resourcebundle.ResourceBundleKey	java.lang.String getBundleName()	3	3	null
com.helger.commons.text.resourcebundle.ResourceBundleKey	java.lang.String getKey()	3	3	null
com.helger.commons.text.resourcebundle.ResourceBundleKey	java.lang.String getString(java.util.Locale)	2	2	null
com.helger.commons.text.resourcebundle.ResourceBundleKey	java.lang.String toString()	4	1	1
com.helger.commons.text.resourcebundle.ResourceBundleHelper	java.lang.String getString(java.lang.String,java.util.Locale,java.lang.String)	12	1	1
com.helger.commons.text.resourcebundle.ResourceBundleHelper	java.lang.String getUtf8String(java.lang.String,java.util.Locale,java.lang.String)	4	1	1
com.helger.commons.text.resourcebundle.ResourceBundleTextProvider	java.lang.String toString()	4	1	1
com.helger.commons.text.display.HasDisplayTextWithArgs	java.lang.String getDisplayText(java.util.Locale)	2	1	1
com.helger.commons.text.display.HasDisplayTextWithArgs	java.lang.String toString()	4	1	1
com.helger.commons.text.display.ConstantHasDisplayText	java.lang.String toString()	4	1	1
com.helger.commons.text.resolve.DefaultTextResolver	com.helger.commons.text.resolve.DefaultTextResolver getInstance()	4	2	1
com.helger.commons.text.resolve.EnumTextResolverWithPropertiesOverrideAndFallback	com.helger.commons.collection.impl.ICommonsSet getAllUsedOverrideBundleNames()	2	1	1
com.helger.commons.text.codepoint.DelegatingCodepointIterator	boolean hasNext()	91	41	17
com.helger.commons.text.codepoint.DelegatingCodepointIterator	void remove()	3	3	null
com.helger.commons.text.codepoint.DelegatingCodepointIterator	java.lang.Object next()	83	36	14
com.helger.commons.text.codepoint.Codepoint	java.lang.String toString()	4	1	1
com.helger.commons.text.codepoint.CodepointIteratorRestricted	boolean hasNext()	91	41	17
com.helger.commons.text.codepoint.CodepointIteratorRestricted	java.lang.Object next()	83	36	14
com.helger.commons.text.HasTextWithArgs	java.lang.String toString()	4	1	1
com.helger.commons.text.ConstantHasText	java.lang.String toString()	4	1	1
com.helger.commons.mock.CommonsMock$Param	java.lang.String toString()	4	1	1
com.helger.commons.mock.CommonsTestHelper	void testToStringImplementation(java.lang.Object)	32	20	2
com.helger.commons.mock.CommonsTestHelper	void testDefaultImplementationWithEqualContentObject(java.lang.Object,java.lang.Object)	97	63	20
com.helger.commons.mock.CommonsTestHelper	void testDefaultImplementationWithDifferentContentObject(java.lang.Object,java.lang.Object)	118	55	23
com.helger.commons.mock.CommonsTestHelper	java.io.Serializable testDefaultSerialization(java.io.Serializable)	50	36	12
com.helger.commons.mock.CommonsTestHelper	void testGetClone(com.helger.commons.lang.ICloneable)	46	37	9
com.helger.commons.mock.CommonsTestHelper	void testInParallel(int,com.helger.commons.callback.IThrowingRunnable)	2	2	null
com.helger.commons.mock.CommonsAssert	void assertEquals(boolean,boolean)	6	4	2
com.helger.commons.mock.CommonsAssert	void assertEquals(double,double)	91	19	17
com.helger.commons.mock.CommonsAssert	void assertEquals(double,java.lang.Double)	3	1	1
com.helger.commons.mock.CommonsAssert	void assertEquals(float,float)	22	5	3
com.helger.commons.mock.CommonsAssert	void assertEquals(float,java.lang.Float)	3	1	1
com.helger.commons.mock.CommonsAssert	void assertEquals(java.lang.Object,java.lang.Object)	16	5	5
com.helger.commons.mock.CommonsAssert	void assertNotEquals(java.lang.Object,java.lang.Object)	8	4	2
com.helger.commons.deadlock.ThreadDeadlockInfo	java.lang.String toString()	4	1	1
com.helger.commons.codec.Base64Codec	int getMaximumDecodedLength(int)	3	1	1
com.helger.commons.codec.RFC2616Codec	boolean isToken(java.lang.String)	13	1	1
com.helger.commons.codec.LZWCodec$LZWNode	java.lang.String toString()	4	1	1
com.helger.commons.codec.Base32Codec	int getMaximumEncodedLength(int)	5	1	1
com.helger.commons.codec.Base32Codec	int getMaximumDecodedLength(int)	4	1	1
com.helger.commons.locale.country.CountryCache	com.helger.commons.locale.country.CountryCache getInstance()	65	13	7
com.helger.commons.locale.country.CountryCache	com.helger.commons.state.EChange addCountry(java.lang.String)	7	7	null
com.helger.commons.locale.country.CountryCache	java.util.Locale getCountry(java.util.Locale)	5	3	2
com.helger.commons.locale.country.CountryCache	java.util.Locale getCountry(java.lang.String)	25	4	2
com.helger.commons.locale.country.CountryCache	com.helger.commons.collection.impl.ICommonsSet getAllCountries()	5	3	1
com.helger.commons.locale.country.CountryCache	boolean containsCountry(java.util.Locale)	4	2	2
com.helger.commons.locale.country.CountryCache	boolean containsCountry(java.lang.String)	19	5	3
com.helger.commons.locale.country.CountryCache	void reinitialize()	2	1	1
com.helger.commons.locale.country.ECountry	java.lang.String getISOCountryCode()	2	1	1
com.helger.commons.locale.country.ECountry	com.helger.commons.locale.country.ECountry getFromISOCodeOrNull(java.lang.String)	3	1	1
com.helger.commons.locale.LocaleParser	java.lang.Number parse(java.lang.String,java.util.Locale)	6	1	1
com.helger.commons.locale.LocaleParser	double parseDouble(java.lang.String,java.util.Locale,double)	3	1	1
com.helger.commons.locale.LocaleParser	int parseInt(java.lang.String,java.util.Locale,int)	3	1	1
com.helger.commons.locale.LocaleParser	long parseLong(java.lang.String,java.util.Locale,long)	3	1	1
com.helger.commons.locale.LocaleParser	java.math.BigDecimal parseBigDecimal(java.lang.String,java.util.Locale,java.math.BigDecimal)	4	1	1
com.helger.commons.locale.LocaleParser	java.math.BigDecimal parseBigDecimal(java.lang.String,java.text.DecimalFormat)	2	1	1
com.helger.commons.locale.LocaleHelper	java.lang.String getLocaleDisplayName(java.util.Locale,java.util.Locale)	4	1	1
com.helger.commons.locale.LocaleHelper	java.lang.String getLocaleNativeDisplayName(java.util.Locale)	4	1	1
com.helger.commons.locale.LocaleHelper	com.helger.commons.collection.impl.ICommonsMap getAllLocaleDisplayNames(java.util.Locale)	2	1	1
com.helger.commons.locale.LocaleHelper	java.util.List getCalculatedLocaleListForResolving(java.util.Locale)	7	1	1
com.helger.commons.locale.LocaleHelper	java.util.Locale getLocaleFromString(java.lang.String)	12	1	1
com.helger.commons.locale.LocaleHelper	java.util.Locale getLocaleToUseOrFallback(java.util.Locale,java.util.Collection,java.util.Locale)	10	1	1
com.helger.commons.locale.LocaleHelper	boolean isSpecialLocale(java.util.Locale)	4	1	1
com.helger.commons.locale.LocaleHelper	boolean isSpecialLocaleCode(java.lang.String)	4	1	1
com.helger.commons.locale.LocaleHelper	java.lang.String getValidLanguageCode(java.lang.String)	14	1	1
com.helger.commons.locale.LocaleHelper	java.lang.String getValidCountryCode(java.lang.String)	16	1	1
com.helger.commons.locale.LocaleFormatter	java.lang.String getFormatted(double,java.util.Locale)	2	1	1
com.helger.commons.locale.LocaleFormatter	java.lang.String getFormatted(int,java.util.Locale)	2	1	1
com.helger.commons.locale.LocaleFormatter	java.lang.String getFormatted(long,java.util.Locale)	2	1	1
com.helger.commons.locale.LocaleFormatter	java.lang.String getFormatted(java.math.BigInteger,java.util.Locale)	4	1	1
com.helger.commons.locale.LocaleFormatter	java.lang.String getFormattedPercent(double,java.util.Locale)	8	1	1
com.helger.commons.locale.LocaleFormatter	java.lang.String getFormattedPercent(double,int,java.util.Locale)	8	1	1
com.helger.commons.locale.LocaleCache	com.helger.commons.locale.LocaleCache getInstance()	82	21	13
com.helger.commons.locale.LocaleCache	java.util.Locale getLocale(java.lang.String)	19	9	5
com.helger.commons.locale.LocaleCache	java.util.Locale getLocaleExt(java.lang.String,com.helger.commons.locale.LocaleCache$IMissingLocaleHandler)	2	1	1
com.helger.commons.locale.LocaleCache	java.util.Locale getLocale(java.lang.String,java.lang.String)	16	4	4
com.helger.commons.locale.LocaleCache	java.util.Locale getLocale(java.lang.String,java.lang.String,java.lang.String)	15	5	5
com.helger.commons.locale.LocaleCache	com.helger.commons.collection.impl.ICommonsList getAllLocales()	6	5	1
com.helger.commons.locale.LocaleCache	com.helger.commons.collection.impl.ICommonsSet getAllLanguages()	4	2	1
com.helger.commons.locale.LocaleCache	boolean containsLocale(java.lang.String)	7	1	1
com.helger.commons.locale.LocaleCache	boolean containsLocale(java.lang.String,java.lang.String)	2	1	1
com.helger.commons.locale.LocaleCache	boolean containsLocale(java.lang.String,java.lang.String,java.lang.String)	5	1	1
com.helger.commons.locale.LocaleCache	void reinitialize()	6	3	3
com.helger.commons.locale.language.LanguageCache	com.helger.commons.locale.language.LanguageCache getInstance()	63	12	7
com.helger.commons.locale.language.LanguageCache	com.helger.commons.state.EChange addLanguage(java.lang.String)	7	7	null
com.helger.commons.locale.language.LanguageCache	java.util.Locale getLanguage(java.util.Locale)	5	3	2
com.helger.commons.locale.language.LanguageCache	java.util.Locale getLanguage(java.lang.String)	21	3	1
com.helger.commons.locale.language.LanguageCache	com.helger.commons.collection.impl.ICommonsSet getAllLanguages()	6	4	1
com.helger.commons.locale.language.LanguageCache	boolean containsLanguage(java.util.Locale)	4	2	2
com.helger.commons.locale.language.LanguageCache	boolean containsLanguage(java.lang.String)	17	4	2
com.helger.commons.locale.language.LanguageCache	void reinitialize()	2	1	1
com.helger.commons.locale.ELocaleName	java.lang.String getDisplayText(java.util.Locale)	2	1	1
com.helger.commons.id.factory.MemoryStaticIntIDFactory	java.lang.String toString()	4	1	1
com.helger.commons.id.factory.MemoryStaticLongIDFactory	java.lang.String toString()	4	1	1
com.helger.commons.id.factory.StringIDFactory	java.lang.String getNewID()	4	4	null
com.helger.commons.id.factory.StringIDFactory	java.lang.String toString()	4	1	1
com.helger.commons.id.factory.MemoryLongIDFactory	java.lang.String toString()	4	1	1
com.helger.commons.id.factory.MemoryIntIDFactory	java.lang.String toString()	4	1	1
com.helger.commons.id.factory.FileLongIDFactory	java.lang.String toString()	4	1	1
com.helger.commons.id.factory.GlobalIDFactory	com.helger.commons.state.EChange setPersistentIntIDFactory(com.helger.commons.id.factory.IIntIDFactory)	2	2	null
com.helger.commons.id.factory.GlobalIDFactory	int getNewIntID()	5	2	1
com.helger.commons.id.factory.GlobalIDFactory	int getNewPersistentIntID()	2	2	null
com.helger.commons.id.factory.GlobalIDFactory	java.lang.String getNewStringID()	4	2	1
com.helger.commons.id.factory.GlobalIDFactory	java.lang.String getNewPersistentStringID()	2	2	null
com.helger.commons.id.factory.FileIntIDFactory	java.lang.String toString()	4	1	1
com.helger.commons.callback.exception.CollectingExceptionListCallback	java.lang.String toString()	4	1	1
com.helger.commons.callback.exception.CollectingExceptionCallback	java.lang.String toString()	4	1	1
com.helger.commons.callback.exception.LoggingExceptionCallback	java.lang.String toString()	4	1	1
com.helger.commons.callback.CallbackList	com.helger.commons.state.EChange add(com.helger.commons.callback.ICallback)	6	4	2
com.helger.commons.callback.CallbackList	int size()	3	1	1
com.helger.commons.callback.CallbackList	boolean isEmpty()	3	1	1
com.helger.commons.callback.CallbackList	java.lang.String toString()	4	1	1
com.helger.commons.datetime.PDTFormatter	java.time.format.DateTimeFormatter getFormatterDate(java.time.format.FormatStyle,java.util.Locale,com.helger.commons.datetime.EDTFormatterMode)	17	6	4
com.helger.commons.datetime.PDTFormatter	java.time.format.DateTimeFormatter getFormatterTime(java.time.format.FormatStyle,java.util.Locale,com.helger.commons.datetime.EDTFormatterMode)	2	1	1
com.helger.commons.datetime.PDTFormatter	java.time.format.DateTimeFormatter getFormatterDateTime(java.time.format.FormatStyle,java.util.Locale,com.helger.commons.datetime.EDTFormatterMode)	3	2	1
com.helger.commons.datetime.PDTFormatter	java.time.format.DateTimeFormatter getForPattern(java.lang.String)	5	2	2
com.helger.commons.datetime.PDTFormatter	java.time.format.DateTimeFormatter getForPattern(java.lang.String,java.util.Locale)	2	1	1
