Class	Helper Method Name	Total Number of Calls	Total Number of Distinct Test-Case Callers	Total Number of Multi-called Test Cases
com.google.gson.JsonArray	com.google.gson.JsonElement remove(int)	2	1	1
com.google.gson.JsonArray	boolean contains(com.google.gson.JsonElement)	2	1	1
com.google.gson.JsonArray	int size()	8	5	2
com.google.gson.JsonArray	java.util.Iterator iterator()	3	3	null
com.google.gson.JsonArray	com.google.gson.JsonElement get(int)	11	4	4
com.google.gson.JsonArray	java.lang.String getAsString()	33	26	6
com.google.gson.JsonArray	long getAsLong()	2	2	null
com.google.gson.JsonArray	int getAsInt()	7	5	1
com.google.gson.JsonArray	boolean getAsBoolean()	2	2	null
com.google.gson.JsonArray	boolean equals(java.lang.Object)	6	1	1
com.google.gson.LongSerializationPolicy$1	com.google.gson.JsonElement serialize(java.lang.Long)	2	2	null
com.google.gson.FieldAttributes	boolean hasModifier(int)	7	1	1
com.google.gson.stream.JsonReaderPathTest$Factory$2	com.google.gson.stream.JsonReader create(java.lang.String)	10	10	null
com.google.gson.stream.JsonReaderPathTest$Factory$1	com.google.gson.stream.JsonReader create(java.lang.String)	10	10	null
com.google.gson.stream.JsonReaderTest	void assertNotANumber(java.lang.String)	24	1	1
com.google.gson.stream.JsonReaderTest	void testFailWithPosition(java.lang.String,java.lang.String)	9	9	null
com.google.gson.stream.JsonReaderTest	java.lang.String repeat(char,int)	8	8	null
com.google.gson.stream.JsonReaderTest	void assertDocument(java.lang.String,java.lang.Object[])	39	1	1
com.google.gson.stream.JsonReaderTest	java.io.Reader reader(java.lang.String)	136	108	13
com.google.gson.JavaSerializationTest	java.lang.Object serializedCopy(java.lang.Object)	3	3	null
com.google.gson.ParameterizedTypeFixtures$MyParameterizedTypeAdapter	java.lang.String getExpectedJson(com.google.gson.ParameterizedTypeFixtures$MyParameterizedType)	4	2	2
com.google.gson.ParameterizedTypeFixtures$MyParameterizedType	java.lang.String getExpectedJson()	4	4	null
com.google.gson.DefaultDateTypeAdapterTest	void assertFormattingAlwaysEmitsUsLocale(java.util.Locale)	2	2	null
com.google.gson.DefaultDateTypeAdapterTest	void assertParsed(java.lang.String,com.google.gson.DefaultDateTypeAdapter)	22	4	3
com.google.gson.DefaultDateTypeAdapterTest	java.lang.String toLiteral(java.lang.String)	2	2	null
com.google.gson.common.MoreAsserts	void assertEquals(int[],int[])	3	3	null
com.google.gson.common.MoreAsserts	void assertEquals(java.lang.Integer[],java.lang.Integer[])	2	1	1
com.google.gson.common.MoreAsserts	void assertContains(java.util.Collection,java.lang.Object)	4	2	2
com.google.gson.common.MoreAsserts	void assertEqualsAndHashCode(java.lang.Object,java.lang.Object)	24	9	3
com.google.gson.common.TestTypes$ArrayOfObjects	java.lang.String getExpectedJson()	3	2	1
com.google.gson.common.TestTypes$PrimitiveArray	java.lang.String getExpectedJson()	2	2	null
com.google.gson.common.TestTypes$BagOfPrimitives	int getIntValue()	2	2	null
com.google.gson.common.TestTypes$BagOfPrimitives	java.lang.String getExpectedJson()	14	10	4
com.google.gson.common.TestTypes$ClassWithCustomTypeConverter	com.google.gson.common.TestTypes$BagOfPrimitives getBag()	2	2	null
com.google.gson.common.TestTypes$ClassWithTransientFields	java.lang.String getExpectedJson()	2	2	null
com.google.gson.common.TestTypes$ClassWithSerializedNameFields	java.lang.String getExpectedJson()	2	2	null
com.google.gson.common.TestTypes$BagOfPrimitiveWrappers	java.lang.String getExpectedJson()	3	2	1
com.google.gson.common.TestTypes$Nested	java.lang.String getExpectedJson()	6	6	null
com.google.gson.ExposeAnnotationExclusionStrategyTest	java.lang.reflect.Field createFieldAttributes(java.lang.String)	5	5	null
com.google.gson.functional.CustomDeserializerTest$DataHolder	java.lang.String getData()	2	2	null
com.google.gson.functional.PrimitiveTest	java.lang.String extractElementFromArray(java.lang.String)	4	2	2
com.google.gson.functional.GsonVersionDiagnosticsTest	void ensureAssertionErrorPrintsGsonVersion(java.lang.AssertionError)	2	2	null
com.google.gson.functional.ObjectTest$ArrayOfArrays	java.lang.String getExpectedJson()	3	2	1
com.google.gson.functional.DefaultTypeAdaptersTest$ClassWithBigInteger	java.lang.String getExpectedJson()	2	2	null
com.google.gson.functional.ExposeFieldsTest$ClassWithExposedFields	java.lang.String getExpectedJson()	5	3	1
com.google.gson.functional.PrettyPrintingTest	void print(java.lang.String)	2	2	null
com.google.gson.functional.TreeTypeAdaptersTest$Id	java.lang.String getValue()	6	2	2
com.google.gson.functional.TreeTypeAdaptersTest$Course	java.util.List getStudents()	2	1	1
com.google.gson.functional.MapTest	java.util.Map newMap(java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object)	6	2	2
com.google.gson.functional.TypeAdapterPrecedenceTest	com.google.gson.JsonSerializer newSerializer(java.lang.String)	9	7	2
com.google.gson.functional.TypeAdapterPrecedenceTest	com.google.gson.JsonDeserializer newDeserializer(java.lang.String)	9	7	2
com.google.gson.functional.TypeAdapterPrecedenceTest	com.google.gson.TypeAdapter newTypeAdapter(java.lang.String)	7	6	1
com.google.gson.functional.CollectionTest	int[] toIntArray(java.util.Collection)	2	2	null
com.google.gson.functional.DefaultTypeAdaptersTest	void testNullSerializationAndDeserialization(java.lang.Class)	32	1	1
com.google.gson.functional.DefaultTypeAdaptersTest	void assertEqualsDate(java.util.Date,int,int,int)	3	3	null
com.google.gson.functional.DefaultTypeAdaptersTest	void assertEqualsTime(java.util.Date,int,int,int)	3	3	null
com.google.gson.functional.MapTest$MapClass	void addBase(java.lang.String,com.google.gson.common.TestTypes$Base)	2	2	null
com.google.gson.functional.MapTest$MapClass	void addSub(java.lang.String,com.google.gson.common.TestTypes$Sub)	2	2	null
com.google.gson.functional.JsonParserTest	java.util.List list(java.lang.Object[])	3	1	1
com.google.gson.functional.FieldExclusionTest$NestedClass	java.lang.String toJson()	4	2	2
com.google.gson.functional.ExclusionStrategyFunctionalTest	com.google.gson.Gson createGson(com.google.gson.ExclusionStrategy,boolean)	5	5	null
com.google.gson.functional.ExclusionStrategyFunctionalTest$SampleObjectForTest	int access$100(com.google.gson.functional.ExclusionStrategyFunctionalTest$SampleObjectForTest)	9	4	2
com.google.gson.functional.ExclusionStrategyFunctionalTest$SampleObjectForTest	java.lang.String access$200(com.google.gson.functional.ExclusionStrategyFunctionalTest$SampleObjectForTest)	9	4	2
com.google.gson.functional.ExclusionStrategyFunctionalTest$SampleObjectForTest	long access$300(com.google.gson.functional.ExclusionStrategyFunctionalTest$SampleObjectForTest)	7	4	1
com.google.gson.functional.JsonTreeTest	void assertContains(com.google.gson.JsonObject,com.google.gson.JsonPrimitive)	8	2	2
com.google.gson.functional.FieldNamingTest	com.google.gson.Gson getGsonWithNamingPolicy(com.google.gson.FieldNamingPolicy)	5	5	null
