Class	Helper Method Name	Total Number of Calls	Total Number of Distinct Test-Case Callers	Total Number of Multi-called Test Cases
org.apache.commons.collections4.map.SingletonMap$SingletonValues	boolean isEmpty()	8	6	2
org.apache.commons.collections4.map.SingletonMap$SingletonValues	boolean contains(java.lang.Object)	29	10	8
org.apache.commons.collections4.map.SingletonMap$SingletonValues	java.util.Iterator iterator()	33	21	10
org.apache.commons.collections4.map.UnmodifiableEntrySet$UnmodifiableEntry	java.lang.Object setValue(java.lang.Object)	3	3	null
org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator$EntrySetIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.CompositeMap	java.lang.Object get(java.lang.Object)	64	9	7
org.apache.commons.collections4.map.CompositeMap	boolean isEmpty()	2	2	null
org.apache.commons.collections4.map.CompositeMap	int size()	6	2	2
org.apache.commons.collections4.map.CompositeMap	boolean equals(java.lang.Object)	28	2	2
org.apache.commons.collections4.map.CompositeMap	int hashCode()	4	2	2
org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapIterator	boolean hasNext()	34	20	10
org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapIterator	java.lang.Object next()	43	27	5
org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapIterator	boolean hasPrevious()	2	2	null
org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapIterator	java.lang.Object previous()	2	2	null
org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapIterator	void remove()	7	6	1
org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapIterator	java.lang.Object getKey()	3	3	null
org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapIterator	java.lang.Object getValue()	3	3	null
org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapIterator	java.lang.Object setValue(java.lang.Object)	2	2	null
org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapIterator	void reset()	8	5	1
org.apache.commons.collections4.map.StaticBucketMap$BaseIterator	boolean hasNext()	27	14	9
org.apache.commons.collections4.map.StaticBucketMap$BaseIterator	void remove()	3	2	1
org.apache.commons.collections4.map.ListOrderedMap$ValuesView	int size()	76	40	15
org.apache.commons.collections4.map.ListOrderedMap$ValuesView	boolean contains(java.lang.Object)	34	12	9
org.apache.commons.collections4.map.Flat3Map	java.lang.Object get(java.lang.Object)	64	9	7
org.apache.commons.collections4.map.Flat3Map	int size()	6	2	2
org.apache.commons.collections4.map.Flat3Map	boolean isEmpty()	2	2	null
org.apache.commons.collections4.map.LinkedMap$LinkedMapList	int size()	76	40	15
org.apache.commons.collections4.map.LinkedMap$LinkedMapList	boolean contains(java.lang.Object)	34	12	9
org.apache.commons.collections4.map.LinkedMap$LinkedMapList	boolean containsAll(java.util.Collection)	2	1	1
org.apache.commons.collections4.map.LinkedMap$LinkedMapList	java.lang.Object[] toArray()	2	2	null
org.apache.commons.collections4.map.AbstractLinkedMap$ValuesIterator	java.lang.Object next()	40	24	5
org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapEntry	java.lang.Object getValue()	7	3	2
org.apache.commons.collections4.map.ListOrderedMap$ListOrderedMapEntry	java.lang.Object setValue(java.lang.Object)	3	3	null
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceBaseIterator	boolean hasNext()	29	16	9
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceBaseIterator	void remove()	4	3	1
org.apache.commons.collections4.map.StaticBucketMap$KeySet	int size()	23	15	4
org.apache.commons.collections4.map.StaticBucketMap$KeySet	java.util.Iterator iterator()	33	21	10
org.apache.commons.collections4.map.StaticBucketMap$KeySet	boolean contains(java.lang.Object)	29	10	8
org.apache.commons.collections4.map.Flat3Map$EntrySet	int size()	23	15	4
org.apache.commons.collections4.map.Flat3Map$EntrySet	java.util.Iterator iterator()	33	21	10
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntrySet	java.lang.Object[] toArray()	2	2	null
org.apache.commons.collections4.map.AbstractLinkedMap$EntrySetIterator	java.lang.Object next()	40	24	5
org.apache.commons.collections4.map.PassiveExpiringMap	java.lang.Object get(java.lang.Object)	64	9	7
org.apache.commons.collections4.map.PassiveExpiringMap	boolean isEmpty()	2	2	null
org.apache.commons.collections4.map.PassiveExpiringMap	int size()	6	2	2
org.apache.commons.collections4.map.MultiValueMap$ValuesIterator	void remove()	3	2	1
org.apache.commons.collections4.map.MultiValueMap$ValuesIterator	boolean hasNext()	27	14	9
org.apache.commons.collections4.map.MultiValueMap$ValuesIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.ListOrderedMap$KeySetView$1	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.AbstractHashedMap$EntrySet	int size()	23	15	4
org.apache.commons.collections4.map.AbstractHashedMap$EntrySet	boolean contains(java.lang.Object)	29	10	8
org.apache.commons.collections4.map.AbstractHashedMap$EntrySet	java.util.Iterator iterator()	33	21	10
org.apache.commons.collections4.map.MultiValueMap$ReflectionFactory	java.lang.Object create()	12	10	2
org.apache.commons.collections4.map.AbstractHashedMap$HashMapIterator	java.lang.Object next()	30	23	4
org.apache.commons.collections4.map.AbstractHashedMap$HashMapIterator	java.lang.Object getKey()	2	2	null
org.apache.commons.collections4.map.AbstractHashedMap$HashMapIterator	java.lang.Object getValue()	2	2	null
org.apache.commons.collections4.map.UnmodifiableEntrySet$UnmodifiableEntrySetIterator	void remove()	3	2	1
org.apache.commons.collections4.map.UnmodifiableEntrySet$UnmodifiableEntrySetIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator$EntrySet	java.util.Iterator iterator()	33	21	10
org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator$EntrySet	java.lang.Object[] toArray()	2	2	null
org.apache.commons.collections4.map.SingletonMap$SingletonMapIterator	boolean hasNext()	34	20	10
org.apache.commons.collections4.map.SingletonMap$SingletonMapIterator	java.lang.Object next()	43	27	5
org.apache.commons.collections4.map.SingletonMap$SingletonMapIterator	boolean hasPrevious()	2	2	null
org.apache.commons.collections4.map.SingletonMap$SingletonMapIterator	java.lang.Object previous()	2	2	null
org.apache.commons.collections4.map.SingletonMap$SingletonMapIterator	void remove()	7	6	1
org.apache.commons.collections4.map.SingletonMap$SingletonMapIterator	java.lang.Object getKey()	3	3	null
org.apache.commons.collections4.map.SingletonMap$SingletonMapIterator	java.lang.Object getValue()	3	3	null
org.apache.commons.collections4.map.SingletonMap$SingletonMapIterator	java.lang.Object setValue(java.lang.Object)	2	2	null
org.apache.commons.collections4.map.SingletonMap$SingletonMapIterator	void reset()	8	5	1
org.apache.commons.collections4.map.ListOrderedMap$ValuesView$1	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceKeySet	java.lang.Object[] toArray()	2	2	null
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceKeySetIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.StaticBucketMap$KeyIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator$MapEntry	java.lang.Object setValue(java.lang.Object)	3	3	null
org.apache.commons.collections4.map.StaticBucketMap$EntrySet	int size()	23	15	4
org.apache.commons.collections4.map.StaticBucketMap$EntrySet	java.util.Iterator iterator()	33	21	10
org.apache.commons.collections4.map.StaticBucketMap$EntrySet	boolean contains(java.lang.Object)	29	10	8
org.apache.commons.collections4.map.UnmodifiableEntrySet	boolean addAll(java.util.Collection)	2	1	1
org.apache.commons.collections4.map.UnmodifiableEntrySet	java.util.Iterator iterator()	33	21	10
org.apache.commons.collections4.map.UnmodifiableEntrySet	java.lang.Object[] toArray()	2	2	null
org.apache.commons.collections4.map.UnmodifiableEntrySet	boolean add(java.lang.Object)	8	2	2
org.apache.commons.collections4.map.Flat3Map$FlatMapEntry	java.lang.Object getKey()	6	2	2
org.apache.commons.collections4.map.Flat3Map$FlatMapEntry	java.lang.Object getValue()	7	3	2
org.apache.commons.collections4.map.Flat3Map$FlatMapEntry	java.lang.Object setValue(java.lang.Object)	3	3	null
org.apache.commons.collections4.map.Flat3Map$FlatMapIterator	boolean hasNext()	32	18	10
org.apache.commons.collections4.map.Flat3Map$FlatMapIterator	java.lang.Object next()	41	25	5
org.apache.commons.collections4.map.Flat3Map$FlatMapIterator	void remove()	5	4	1
org.apache.commons.collections4.map.Flat3Map$FlatMapIterator	java.lang.Object getKey()	2	2	null
org.apache.commons.collections4.map.Flat3Map$FlatMapIterator	java.lang.Object getValue()	2	2	null
org.apache.commons.collections4.map.Flat3Map$FlatMapIterator	void reset()	8	5	1
org.apache.commons.collections4.map.AbstractHashedMap$EntrySetIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.Flat3Map$ValuesIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.AbstractLinkedMap$LinkMapIterator	java.lang.Object next()	43	27	5
org.apache.commons.collections4.map.AbstractLinkedMap$LinkMapIterator	java.lang.Object previous()	2	2	null
org.apache.commons.collections4.map.AbstractLinkedMap$LinkMapIterator	java.lang.Object getKey()	3	3	null
org.apache.commons.collections4.map.AbstractLinkedMap$LinkMapIterator	java.lang.Object getValue()	3	3	null
org.apache.commons.collections4.map.AbstractLinkedMap$LinkMapIterator	java.lang.Object setValue(java.lang.Object)	2	2	null
org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter	java.lang.Object getKey()	3	3	null
org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter	java.lang.Object getValue()	3	3	null
org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter	java.lang.Object setValue(java.lang.Object)	2	2	null
org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter	boolean hasNext()	34	20	10
org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter	java.lang.Object next()	43	27	5
org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter	void reset()	8	5	1
org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter	void remove()	7	6	1
org.apache.commons.collections4.map.ListOrderedMap$EntrySetView	int size()	23	15	4
org.apache.commons.collections4.map.ListOrderedMap$EntrySetView	boolean isEmpty()	8	6	2
org.apache.commons.collections4.map.ListOrderedMap$EntrySetView	boolean contains(java.lang.Object)	29	10	8
org.apache.commons.collections4.map.ListOrderedMap$EntrySetView	java.util.Iterator iterator()	33	21	10
org.apache.commons.collections4.map.Flat3Map$EntrySetIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.MultiValueMap$1$1	java.lang.Object transform(java.lang.Object)	72	17	17
org.apache.commons.collections4.map.Flat3Map$KeySetIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.DefaultedMap	java.lang.Object get(java.lang.Object)	64	9	7
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceValues	java.lang.Object[] toArray()	2	2	null
org.apache.commons.collections4.map.StaticBucketMap$EntryIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.MultiValueMap$1$1$1	java.lang.Object getKey()	6	2	2
org.apache.commons.collections4.map.MultiValueMap$1$1$1	java.lang.Object getValue()	7	3	2
org.apache.commons.collections4.map.MultiValueMap$1$1$1	java.lang.Object setValue(java.lang.Object)	3	3	null
org.apache.commons.collections4.map.AbstractLinkedMap$KeySetIterator	java.lang.Object next()	40	24	5
org.apache.commons.collections4.map.LazyMap	java.lang.Object get(java.lang.Object)	64	9	7
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceValuesIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.ListOrderedMap$ListOrderedIterator	void remove()	3	2	1
org.apache.commons.collections4.map.ListOrderedMap$ListOrderedIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceMapIterator	java.lang.Object next()	30	23	4
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceMapIterator	java.lang.Object getKey()	2	2	null
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceMapIterator	java.lang.Object getValue()	2	2	null
org.apache.commons.collections4.map.AbstractSortedMapDecorator$SortedMapIterator	void reset()	8	5	1
org.apache.commons.collections4.map.AbstractSortedMapDecorator$SortedMapIterator	boolean hasPrevious()	2	2	null
org.apache.commons.collections4.map.AbstractSortedMapDecorator$SortedMapIterator	java.lang.Object previous()	2	2	null
org.apache.commons.collections4.map.AbstractHashedMap$ValuesIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.AbstractHashedMap$HashEntry	java.lang.Object getKey()	6	2	2
org.apache.commons.collections4.map.AbstractHashedMap$HashEntry	java.lang.Object getValue()	7	3	2
org.apache.commons.collections4.map.AbstractHashedMap$HashEntry	java.lang.Object setValue(java.lang.Object)	3	3	null
org.apache.commons.collections4.map.StaticBucketMap$Node	java.lang.Object getKey()	6	2	2
org.apache.commons.collections4.map.StaticBucketMap$Node	java.lang.Object getValue()	7	3	2
org.apache.commons.collections4.map.StaticBucketMap$Node	java.lang.Object setValue(java.lang.Object)	3	3	null
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntry	java.lang.Object getKey()	6	2	2
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntry	java.lang.Object getValue()	7	3	2
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntry	java.lang.Object setValue(java.lang.Object)	3	3	null
org.apache.commons.collections4.map.ListOrderedMap$KeySetView	int size()	23	15	4
org.apache.commons.collections4.map.ListOrderedMap$KeySetView	boolean contains(java.lang.Object)	29	10	8
org.apache.commons.collections4.map.ListOrderedMap$KeySetView	java.util.Iterator iterator()	33	21	10
org.apache.commons.collections4.map.Flat3Map$KeySet	int size()	23	15	4
org.apache.commons.collections4.map.Flat3Map$KeySet	boolean contains(java.lang.Object)	29	10	8
org.apache.commons.collections4.map.Flat3Map$KeySet	java.util.Iterator iterator()	33	21	10
org.apache.commons.collections4.map.StaticBucketMap$ValueIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.AbstractReferenceMap$ReferenceEntrySetIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.map.AbstractHashedMap$KeySet	int size()	23	15	4
org.apache.commons.collections4.map.AbstractHashedMap$KeySet	boolean contains(java.lang.Object)	29	10	8
org.apache.commons.collections4.map.AbstractHashedMap$KeySet	java.util.Iterator iterator()	33	21	10
org.apache.commons.collections4.IterableUtils$7	java.util.Iterator iterator()	27	15	10
org.apache.commons.collections4.IterableUtils$13	java.util.Iterator iterator()	27	15	10
org.apache.commons.collections4.IterableUtils$3	java.util.Iterator iterator()	27	15	10
org.apache.commons.collections4.IterableUtils$11	java.util.Iterator iterator()	27	15	10
org.apache.commons.collections4.IteratorUtils	org.apache.commons.collections4.ResettableListIterator emptyListIterator()	3	1	1
org.apache.commons.collections4.IteratorUtils	org.apache.commons.collections4.ResettableIterator arrayIterator(java.lang.Object[])	2	1	1
org.apache.commons.collections4.IteratorUtils	org.apache.commons.collections4.ResettableIterator arrayIterator(java.lang.Object)	2	1	1
org.apache.commons.collections4.IteratorUtils	org.apache.commons.collections4.ResettableIterator arrayIterator(java.lang.Object[],int)	4	1	1
org.apache.commons.collections4.IteratorUtils	org.apache.commons.collections4.ResettableIterator arrayIterator(java.lang.Object,int)	4	1	1
org.apache.commons.collections4.IteratorUtils	org.apache.commons.collections4.ResettableIterator arrayIterator(java.lang.Object[],int,int)	4	1	1
org.apache.commons.collections4.IteratorUtils	org.apache.commons.collections4.ResettableIterator arrayIterator(java.lang.Object,int,int)	4	1	1
org.apache.commons.collections4.IteratorUtils	org.apache.commons.collections4.ResettableListIterator arrayListIterator(java.lang.Object[])	2	1	1
org.apache.commons.collections4.IteratorUtils	org.apache.commons.collections4.ResettableListIterator arrayListIterator(java.lang.Object)	2	1	1
org.apache.commons.collections4.IteratorUtils	org.apache.commons.collections4.ResettableListIterator arrayListIterator(java.lang.Object[],int)	4	1	1
org.apache.commons.collections4.IteratorUtils	org.apache.commons.collections4.ResettableListIterator arrayListIterator(java.lang.Object,int)	4	1	1
org.apache.commons.collections4.IteratorUtils	org.apache.commons.collections4.ResettableListIterator arrayListIterator(java.lang.Object[],int,int)	4	1	1
org.apache.commons.collections4.IteratorUtils	org.apache.commons.collections4.ResettableListIterator arrayListIterator(java.lang.Object,int,int)	4	1	1
org.apache.commons.collections4.IteratorUtils	java.util.Iterator collatedIterator(java.util.Comparator,java.util.Iterator,java.util.Iterator)	5	1	1
org.apache.commons.collections4.IteratorUtils	java.lang.Iterable asIterable(java.util.Iterator)	7	4	3
org.apache.commons.collections4.IteratorUtils	java.lang.Iterable asMultipleUseIterable(java.util.Iterator)	2	2	null
org.apache.commons.collections4.IteratorUtils	java.util.ListIterator toListIterator(java.util.Iterator)	2	2	null
org.apache.commons.collections4.IteratorUtils	java.lang.Object[] toArray(java.util.Iterator)	2	1	1
org.apache.commons.collections4.IteratorUtils	java.lang.Object[] toArray(java.util.Iterator,java.lang.Class)	3	1	1
org.apache.commons.collections4.IteratorUtils	java.util.List toList(java.util.Iterator)	4	2	1
org.apache.commons.collections4.IteratorUtils	java.util.Iterator getIterator(java.lang.Object)	7	1	1
org.apache.commons.collections4.IteratorUtils	void forEach(java.util.Iterator,org.apache.commons.collections4.Closure)	4	1	1
org.apache.commons.collections4.IteratorUtils	java.lang.Object forEachButLast(java.util.Iterator,org.apache.commons.collections4.Closure)	4	1	1
org.apache.commons.collections4.IteratorUtils	java.lang.Object find(java.util.Iterator,org.apache.commons.collections4.Predicate)	4	1	1
org.apache.commons.collections4.IteratorUtils	int indexOf(java.util.Iterator,org.apache.commons.collections4.Predicate)	4	1	1
org.apache.commons.collections4.IteratorUtils	java.lang.Object get(java.util.Iterator,int)	3	1	1
org.apache.commons.collections4.SetUtils$4	boolean evaluate(java.lang.Object)	116	34	25
org.apache.commons.collections4.MultiSetUtils	org.apache.commons.collections4.MultiSet unmodifiableMultiSet(org.apache.commons.collections4.MultiSet)	2	1	1
org.apache.commons.collections4.MultiSetUtils	org.apache.commons.collections4.MultiSet predicatedMultiSet(org.apache.commons.collections4.MultiSet,org.apache.commons.collections4.Predicate)	4	1	1
org.apache.commons.collections4.IterableUtils$1	java.util.Iterator iterator()	27	15	10
org.apache.commons.collections4.IterableUtils$12	java.util.Iterator iterator()	27	15	10
org.apache.commons.collections4.IterableUtils$2	java.util.Iterator iterator()	27	15	10
org.apache.commons.collections4.IterableUtils$4	java.util.Iterator iterator()	27	15	10
org.apache.commons.collections4.IterableUtils	void forEach(java.lang.Iterable,org.apache.commons.collections4.Closure)	5	2	1
org.apache.commons.collections4.IterableUtils	java.lang.Object forEachButLast(java.lang.Iterable,org.apache.commons.collections4.Closure)	4	1	1
org.apache.commons.collections4.IterableUtils	java.lang.Object find(java.lang.Iterable,org.apache.commons.collections4.Predicate)	4	1	1
org.apache.commons.collections4.IterableUtils	int indexOf(java.lang.Iterable,org.apache.commons.collections4.Predicate)	4	1	1
org.apache.commons.collections4.IterableUtils	boolean matchesAll(java.lang.Iterable,org.apache.commons.collections4.Predicate)	6	1	1
org.apache.commons.collections4.IterableUtils	boolean matchesAny(java.lang.Iterable,org.apache.commons.collections4.Predicate)	6	1	1
org.apache.commons.collections4.IterableUtils	long countMatches(java.lang.Iterable,org.apache.commons.collections4.Predicate)	4	1	1
org.apache.commons.collections4.IterableUtils	boolean contains(java.lang.Iterable,java.lang.Object)	10	2	2
org.apache.commons.collections4.IterableUtils	boolean contains(java.lang.Iterable,java.lang.Object,org.apache.commons.collections4.Equator)	5	1	1
org.apache.commons.collections4.IterableUtils	int frequency(java.lang.Iterable,java.lang.Object)	30	2	2
org.apache.commons.collections4.IterableUtils	int size(java.lang.Iterable)	5	3	2
org.apache.commons.collections4.IterableUtils	java.util.List partition(java.lang.Iterable,org.apache.commons.collections4.Predicate)	3	1	1
org.apache.commons.collections4.IterableUtils	java.util.List partition(java.lang.Iterable,org.apache.commons.collections4.Predicate[])	3	2	1
org.apache.commons.collections4.IterableUtils	java.util.List toList(java.lang.Iterable)	6	5	1
org.apache.commons.collections4.IterableUtils	java.lang.String toString(java.lang.Iterable)	3	1	1
org.apache.commons.collections4.IterableUtils	java.lang.String toString(java.lang.Iterable,org.apache.commons.collections4.Transformer)	3	1	1
org.apache.commons.collections4.IterableUtils	java.lang.String toString(java.lang.Iterable,org.apache.commons.collections4.Transformer,java.lang.String,java.lang.String,java.lang.String)	14	2	2
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure exceptionClosure()	5	1	1
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure nopClosure()	8	4	2
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure asClosure(org.apache.commons.collections4.Transformer)	2	1	1
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure forClosure(int,org.apache.commons.collections4.Closure)	6	1	1
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure whileClosure(org.apache.commons.collections4.Predicate,org.apache.commons.collections4.Closure)	5	1	1
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure doWhileClosure(org.apache.commons.collections4.Closure,org.apache.commons.collections4.Predicate)	3	1	1
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure invokerClosure(java.lang.String)	11	11	null
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure chainedClosure(org.apache.commons.collections4.Closure[])	6	1	1
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure chainedClosure(java.util.Collection)	4	1	1
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure ifClosure(org.apache.commons.collections4.Predicate,org.apache.commons.collections4.Closure)	2	1	1
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure ifClosure(org.apache.commons.collections4.Predicate,org.apache.commons.collections4.Closure,org.apache.commons.collections4.Closure)	2	1	1
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure switchClosure(org.apache.commons.collections4.Predicate[],org.apache.commons.collections4.Closure[])	7	1	1
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure switchClosure(java.util.Map)	6	1	1
org.apache.commons.collections4.ClosureUtils	org.apache.commons.collections4.Closure switchMapClosure(java.util.Map)	5	1	1
org.apache.commons.collections4.IterableUtils$6	java.util.Iterator iterator()	27	15	10
org.apache.commons.collections4.CollectionUtils$2	java.lang.Object transform(java.lang.Object)	72	17	17
org.apache.commons.collections4.sequence.SequencesComparator	org.apache.commons.collections4.sequence.EditScript getScript()	4	4	null
org.apache.commons.collections4.sequence.EditScript	void visit(org.apache.commons.collections4.sequence.CommandVisitor)	2	2	null
org.apache.commons.collections4.sequence.EditScript	int getModifications()	2	2	null
org.apache.commons.collections4.ListUtils	java.util.List emptyIfNull(java.util.List)	2	1	1
org.apache.commons.collections4.ListUtils	java.util.List defaultIfNull(java.util.List,java.util.List)	2	1	1
org.apache.commons.collections4.ListUtils	java.util.List intersection(java.util.List,java.util.List)	7	6	1
org.apache.commons.collections4.ListUtils	java.util.List subtract(java.util.List,java.util.List)	3	2	1
org.apache.commons.collections4.ListUtils	java.util.List select(java.util.Collection,org.apache.commons.collections4.Predicate)	2	1	1
org.apache.commons.collections4.ListUtils	java.util.List selectRejected(java.util.Collection,org.apache.commons.collections4.Predicate)	2	1	1
org.apache.commons.collections4.ListUtils	boolean isEqualList(java.util.Collection,java.util.Collection)	5	1	1
org.apache.commons.collections4.ListUtils	int hashCodeForList(java.util.Collection)	7	1	1
org.apache.commons.collections4.ListUtils	java.util.List retainAll(java.util.Collection,java.util.Collection)	2	1	1
org.apache.commons.collections4.ListUtils	java.util.List removeAll(java.util.Collection,java.util.Collection)	2	1	1
org.apache.commons.collections4.ListUtils	java.util.List predicatedList(java.util.List,org.apache.commons.collections4.Predicate)	3	1	1
org.apache.commons.collections4.ListUtils	int indexOf(java.util.List,org.apache.commons.collections4.Predicate)	4	1	1
org.apache.commons.collections4.ListUtils	java.util.List longestCommonSubsequence(java.util.List,java.util.List)	7	1	1
org.apache.commons.collections4.ListUtils	java.lang.String longestCommonSubsequence(java.lang.CharSequence,java.lang.CharSequence)	7	1	1
org.apache.commons.collections4.ListUtils	java.util.List partition(java.util.List,int)	5	1	1
org.apache.commons.collections4.MultiMapUtils	org.apache.commons.collections4.MultiValuedMap emptyIfNull(org.apache.commons.collections4.MultiValuedMap)	2	1	1
org.apache.commons.collections4.MultiMapUtils	boolean isEmpty(org.apache.commons.collections4.MultiValuedMap)	3	3	null
org.apache.commons.collections4.MultiMapUtils	java.util.Collection getCollection(org.apache.commons.collections4.MultiValuedMap,java.lang.Object)	2	1	1
org.apache.commons.collections4.MultiMapUtils	java.util.List getValuesAsList(org.apache.commons.collections4.MultiValuedMap,java.lang.Object)	3	2	1
org.apache.commons.collections4.MultiMapUtils	org.apache.commons.collections4.Bag getValuesAsBag(org.apache.commons.collections4.MultiValuedMap,java.lang.Object)	2	1	1
org.apache.commons.collections4.keyvalue.TiedMapEntry	java.lang.Object getKey()	12	3	3
org.apache.commons.collections4.keyvalue.TiedMapEntry	java.lang.Object getValue()	13	4	3
org.apache.commons.collections4.keyvalue.TiedMapEntry	java.lang.Object setValue(java.lang.Object)	6	4	1
org.apache.commons.collections4.keyvalue.DefaultKeyValue	java.lang.Object setKey(java.lang.Object)	4	3	1
org.apache.commons.collections4.keyvalue.DefaultKeyValue	java.lang.Object setValue(java.lang.Object)	4	3	1
org.apache.commons.collections4.keyvalue.DefaultKeyValue	boolean equals(java.lang.Object)	32	3	3
org.apache.commons.collections4.keyvalue.DefaultKeyValue	int hashCode()	5	2	1
org.apache.commons.collections4.keyvalue.UnmodifiableMapEntry	java.lang.Object setValue(java.lang.Object)	3	3	null
org.apache.commons.collections4.keyvalue.MultiKey	java.lang.Object[] getKeys()	15	5	2
org.apache.commons.collections4.keyvalue.MultiKey	java.lang.Object getKey(int)	4	1	1
org.apache.commons.collections4.keyvalue.MultiKey	int size()	12	1	1
org.apache.commons.collections4.IterableUtils$10	java.util.Iterator iterator()	27	15	10
org.apache.commons.collections4.multiset.AbstractMultiSet$EntrySet	int size()	23	15	4
org.apache.commons.collections4.multiset.AbstractMultiSet$EntrySet	java.util.Iterator iterator()	33	21	10
org.apache.commons.collections4.multiset.AbstractMultiSet$EntrySet	boolean contains(java.lang.Object)	29	10	8
org.apache.commons.collections4.multiset.PredicatedMultiSet	boolean equals(java.lang.Object)	28	2	2
org.apache.commons.collections4.multiset.PredicatedMultiSet	int getCount(java.lang.Object)	2	1	1
org.apache.commons.collections4.multiset.AbstractMultiSet$1	java.lang.Object transform(java.lang.Object)	72	17	17
org.apache.commons.collections4.multiset.SynchronizedMultiSet	int getCount(java.lang.Object)	2	1	1
org.apache.commons.collections4.multiset.UnmodifiableMultiSet	java.util.Iterator iterator()	29	17	10
org.apache.commons.collections4.multiset.UnmodifiableMultiSet	boolean add(java.lang.Object)	7	4	1
org.apache.commons.collections4.multiset.UnmodifiableMultiSet	boolean addAll(java.util.Collection)	2	1	1
org.apache.commons.collections4.multiset.AbstractMultiSet$UniqueSet	java.util.Iterator iterator()	33	21	10
org.apache.commons.collections4.multiset.AbstractMultiSet$UniqueSet	boolean contains(java.lang.Object)	29	10	8
org.apache.commons.collections4.multiset.AbstractMultiSet$UniqueSet	int size()	23	15	4
org.apache.commons.collections4.multiset.AbstractMultiSet$MultiSetIterator	boolean hasNext()	27	14	9
org.apache.commons.collections4.multiset.AbstractMultiSet$MultiSetIterator	java.lang.Object next()	28	21	4
org.apache.commons.collections4.multiset.AbstractMultiSet$MultiSetIterator	void remove()	3	2	1
org.apache.commons.collections4.multiset.AbstractMapMultiSet$MapBasedMultiSetIterator	boolean hasNext()	27	14	9
